city,timestamp,temperature,season
New York,2010-01-01,0.7926900854816589,winter
New York,2010-01-02,0.0432594114140248,winter
New York,2010-01-03,3.6765396797207055,winter
New York,2010-01-04,5.685143418879389,winter
New York,2010-01-05,-2.561387992657884,winter
New York,2010-01-06,-3.334797559899174,winter
New York,2010-01-07,-5.308449137963239,winter
New York,2010-01-08,2.23637874510589,winter
New York,2010-01-09,-6.51310183516289,winter
New York,2010-01-10,4.89240187262917,winter
New York,2010-01-11,3.086113152071736,winter
New York,2010-01-12,-6.205957406440965,winter
New York,2010-01-13,1.4706300019037786,winter
New York,2010-01-14,0.10542481530924072,winter
New York,2010-01-15,5.154552490905008,winter
New York,2010-01-16,-5.711774096469606,winter
New York,2010-01-17,-7.497492285463499,winter
New York,2010-01-18,1.7912546612666411,winter
New York,2010-01-19,-2.3436762296477895,winter
New York,2010-01-20,-9.29984293115201,winter
New York,2010-01-21,0.7776367384186853,winter
New York,2010-01-22,-5.25471723326075,winter
New York,2010-01-23,0.49503686114616907,winter
New York,2010-01-24,6.694351547207335,winter
New York,2010-01-25,-1.9705765144778082,winter
New York,2010-01-26,-0.0746025282890805,winter
New York,2010-01-27,-4.647060554110738,winter
New York,2010-01-28,-0.9367837463342639,winter
New York,2010-01-29,-5.5421569172852605,winter
New York,2010-01-30,2.3994259587909896,winter
New York,2010-01-31,0.5921515535678396,winter
New York,2010-02-01,7.552806664766841,winter
New York,2010-02-02,-8.140992789554485,winter
New York,2010-02-03,-1.071408224008801,winter
New York,2010-02-04,1.8331796077667926,winter
New York,2010-02-05,1.92353910737471,winter
New York,2010-02-06,-10.929293978771335,winter
New York,2010-02-07,-0.838421305373688,winter
New York,2010-02-08,-7.944269451933489,winter
New York,2010-02-09,2.653250542860155,winter
New York,2010-02-10,5.252968736464043,winter
New York,2010-02-11,-6.771142086565352,winter
New York,2010-02-12,-4.469071733103586,winter
New York,2010-02-13,-5.671393998165205,winter
New York,2010-02-14,0.18217459642887385,winter
New York,2010-02-15,5.081660234442219,winter
New York,2010-02-16,4.728059728234365,winter
New York,2010-02-17,2.784827264384584,winter
New York,2010-02-18,-7.481485891885234,winter
New York,2010-02-19,3.615581192480763,winter
New York,2010-02-20,3.3169123369734965,winter
New York,2010-02-21,-1.1506567929910823,winter
New York,2010-02-22,3.9569614869648855,winter
New York,2010-02-23,1.6217769700061544,winter
New York,2010-02-24,-0.09671036551308758,winter
New York,2010-02-25,-4.149399788974258,winter
New York,2010-02-26,-5.328046712011826,winter
New York,2010-02-27,-0.8473520096767845,winter
New York,2010-02-28,1.6831264764166234,winter
New York,2010-03-01,13.056623217353486,spring
New York,2010-03-02,6.248332190282157,spring
New York,2010-03-03,1.4931120272734368,spring
New York,2010-03-04,1.6749343043980716,spring
New York,2010-03-05,11.383539125390815,spring
New York,2010-03-06,11.46887933023922,spring
New York,2010-03-07,12.092100185270334,spring
New York,2010-03-08,4.423367468018899,spring
New York,2010-03-09,3.995650608943868,spring
New York,2010-03-10,10.741488654706021,spring
New York,2010-03-11,11.954549360567983,spring
New York,2010-03-12,8.53015552968036,spring
New York,2010-03-13,18.874396110519804,spring
New York,2010-03-14,5.2594593619779,spring
New York,2010-03-15,9.312484668967006,spring
New York,2010-03-16,10.149388467400476,spring
New York,2010-03-17,10.991961379509863,spring
New York,2010-03-18,8.116640986439075,spring
New York,2010-03-19,9.522258444148791,spring
New York,2010-03-20,13.247002015369077,spring
New York,2010-03-21,4.7432605949207876,spring
New York,2010-03-22,11.481371679535377,spring
New York,2010-03-23,14.988440023733435,spring
New York,2010-03-24,5.504568835574816,spring
New York,2010-03-25,16.443928085581305,spring
New York,2010-03-26,10.27992711604558,spring
New York,2010-03-27,15.341051143331928,spring
New York,2010-03-28,11.892983078667218,spring
New York,2010-03-29,16.735879891925055,spring
New York,2010-03-30,5.612750642558108,spring
New York,2010-03-31,2.021810908592273,spring
New York,2010-04-01,8.977577968771943,spring
New York,2010-04-02,13.520123722052253,spring
New York,2010-04-03,16.01126964323603,spring
New York,2010-04-04,3.7914784251258373,spring
New York,2010-04-05,7.250526907022512,spring
New York,2010-04-06,18.234519299427923,spring
New York,2010-04-07,16.165812669212386,spring
New York,2010-04-08,8.551303741828775,spring
New York,2010-04-09,5.2364906710876715,spring
New York,2010-04-10,4.6928041893063375,spring
New York,2010-04-11,4.009791172066471,spring
New York,2010-04-12,5.745723231350895,spring
New York,2010-04-13,9.892682943537269,spring
New York,2010-04-14,4.439191541586389,spring
New York,2010-04-15,6.874134570627925,spring
New York,2010-04-16,5.836296570778132,spring
New York,2010-04-17,7.11348017566031,spring
New York,2010-04-18,17.035456235835618,spring
New York,2010-04-19,8.064395869044251,spring
New York,2010-04-20,13.053526325447711,spring
New York,2010-04-21,17.081081862308693,spring
New York,2010-04-22,2.0472526598584206,spring
New York,2010-04-23,7.395640900842362,spring
New York,2010-04-24,6.700762563992091,spring
New York,2010-04-25,9.941136520946559,spring
New York,2010-04-26,10.601825366071456,spring
New York,2010-04-27,7.58636475914538,spring
New York,2010-04-28,4.743233536588923,spring
New York,2010-04-29,9.91119783682452,spring
New York,2010-04-30,0.7186489772599334,spring
New York,2010-05-01,5.470055302543546,spring
New York,2010-05-02,14.304220438226665,spring
New York,2010-05-03,4.626210669160546,spring
New York,2010-05-04,10.190635143766544,spring
New York,2010-05-05,11.007127567474368,spring
New York,2010-05-06,2.9763208739380396,spring
New York,2010-05-07,5.438612105248002,spring
New York,2010-05-08,11.56225781769948,spring
New York,2010-05-09,4.273791408557129,spring
New York,2010-05-10,7.753712698357976,spring
New York,2010-05-11,13.478391295227123,spring
New York,2010-05-12,4.379748046987145,spring
New York,2010-05-13,0.24128149814265676,spring
New York,2010-05-14,8.83991290101575,spring
New York,2010-05-15,8.65558423540984,spring
New York,2010-05-16,17.586252102601367,spring
New York,2010-05-17,14.878879828530692,spring
New York,2010-05-18,4.998896197797066,spring
New York,2010-05-19,9.469265516220526,spring
New York,2010-05-20,13.389288874137897,spring
New York,2010-05-21,2.778476573452579,spring
New York,2010-05-22,9.056592535216499,spring
New York,2010-05-23,9.860546494264714,spring
New York,2010-05-24,5.056036929005181,spring
New York,2010-05-25,10.14080562113107,spring
New York,2010-05-26,8.891097621718147,spring
New York,2010-05-27,3.6298950659440976,spring
New York,2010-05-28,8.114829167908914,spring
New York,2010-05-29,14.017948547028448,spring
New York,2010-05-30,4.310219495949762,spring
New York,2010-05-31,11.487298940008413,spring
New York,2010-06-01,12.812536561129901,summer
New York,2010-06-02,19.094471051315477,summer
New York,2010-06-03,25.718146441226747,summer
New York,2010-06-04,33.584088645201014,summer
New York,2010-06-05,21.642450091744582,summer
New York,2010-06-06,20.997709999489246,summer
New York,2010-06-07,24.478787249160927,summer
New York,2010-06-08,29.342787198677946,summer
New York,2010-06-09,11.076763972905672,summer
New York,2010-06-10,19.68310512074497,summer
New York,2010-06-11,32.749965581801646,summer
New York,2010-06-12,19.409672342588667,summer
New York,2010-06-13,25.72199361432054,summer
New York,2010-06-14,29.78478887569174,summer
New York,2010-06-15,22.13493219940858,summer
New York,2010-06-16,32.7293494692662,summer
New York,2010-06-17,15.890577620372522,summer
New York,2010-06-18,13.725421114094578,summer
New York,2010-06-19,24.98314955240219,summer
New York,2010-06-20,24.040164319774483,summer
New York,2010-06-21,22.672950270616635,summer
New York,2010-06-22,31.216399667885447,summer
New York,2010-06-23,25.747652115352555,summer
New York,2010-06-24,21.195996750582218,summer
New York,2010-06-25,21.799015592288306,summer
New York,2010-06-26,27.433551814436534,summer
New York,2010-06-27,21.22633675446034,summer
New York,2010-06-28,24.43726208475353,summer
New York,2010-06-29,23.450574581140547,summer
New York,2010-06-30,23.243715047447616,summer
New York,2010-07-01,32.707926221299516,summer
New York,2010-07-02,35.994650082247006,summer
New York,2010-07-03,32.027670915946665,summer
New York,2010-07-04,19.879452286811514,summer
New York,2010-07-05,24.6856687735668,summer
New York,2010-07-06,20.53723854457268,summer
New York,2010-07-07,29.23704971116986,summer
New York,2010-07-08,22.65686618380714,summer
New York,2010-07-09,30.16187785911269,summer
New York,2010-07-10,29.95034893675833,summer
New York,2010-07-11,24.427670801606137,summer
New York,2010-07-12,22.71208166577579,summer
New York,2010-07-13,20.734318693872638,summer
New York,2010-07-14,24.774922263700898,summer
New York,2010-07-15,17.912417665536736,summer
New York,2010-07-16,25.908993669655693,summer
New York,2010-07-17,32.152001274608736,summer
New York,2010-07-18,21.339258273997558,summer
New York,2010-07-19,21.978050984834663,summer
New York,2010-07-20,22.39346122920725,summer
New York,2010-07-21,18.626029375294614,summer
New York,2010-07-22,18.751404817539033,summer
New York,2010-07-23,28.01871920697393,summer
New York,2010-07-24,30.685580558984128,summer
New York,2010-07-25,25.709366625739374,summer
New York,2010-07-26,21.648643977338455,summer
New York,2010-07-27,28.99600194363243,summer
New York,2010-07-28,30.068792768570177,summer
New York,2010-07-29,19.75056348969963,summer
New York,2010-07-30,24.55275952547369,summer
New York,2010-07-31,18.240737053096908,summer
New York,2010-08-01,25.853967887326263,summer
New York,2010-08-02,30.814052907533274,summer
New York,2010-08-03,26.130615615712458,summer
New York,2010-08-04,28.284121669384476,summer
New York,2010-08-05,28.225041420122988,summer
New York,2010-08-06,16.184058648197436,summer
New York,2010-08-07,21.897544934680816,summer
New York,2010-08-08,24.324728768286185,summer
New York,2010-08-09,35.057092049069155,summer
New York,2010-08-10,22.497491816622514,summer
New York,2010-08-11,31.58166972705736,summer
New York,2010-08-12,27.24415874106772,summer
New York,2010-08-13,34.38456111148574,summer
New York,2010-08-14,27.809112438058268,summer
New York,2010-08-15,24.755875274148,summer
New York,2010-08-16,21.713899889693593,summer
New York,2010-08-17,25.56874209895749,summer
New York,2010-08-18,22.242044258940886,summer
New York,2010-08-19,23.502029486876648,summer
New York,2010-08-20,29.154020717994815,summer
New York,2010-08-21,31.453980976928005,summer
New York,2010-08-22,18.57923340015906,summer
New York,2010-08-23,19.7636008776065,summer
New York,2010-08-24,24.678832522836316,summer
New York,2010-08-25,31.3249638333037,summer
New York,2010-08-26,29.338037386497415,summer
New York,2010-08-27,18.079376236520993,summer
New York,2010-08-28,25.853828545215112,summer
New York,2010-08-29,26.202532972315325,summer
New York,2010-08-30,17.502808746945764,summer
New York,2010-08-31,28.100160248230726,summer
New York,2010-09-01,0.02103547917847237,autumn
New York,2010-09-02,8.319753250365604,autumn
New York,2010-09-03,15.611598117140467,autumn
New York,2010-09-04,9.31830107363985,autumn
New York,2010-09-05,12.945467320128651,autumn
New York,2010-09-06,7.804035875886096,autumn
New York,2010-09-07,14.046883073429004,autumn
New York,2010-09-08,22.205908180920083,autumn
New York,2010-09-09,22.691357154785223,autumn
New York,2010-09-10,12.797576304145805,autumn
